checkpoint,temperature,top_p,seed,chrf,seconds
5-0.0003-sonnet.pt,1,0.9,3,40.5511,19.3
5-0.0003-sonnet.pt,1.1,0.9,3,41.2726,18.8
5-0.0003-sonnet.pt,1.2,0.9,3,41.3886,19.5
5-0.0003-sonnet.pt,1.4,0.9,3,41.6132,19.5
5-0.0003-sonnet.pt,1.1,0.85,3,40.5140,19.1
5-0.0003-sonnet.pt,1.1,0.95,3,41.5755,19.0
5-0.0003-sonnet.pt,1.1,1,3,41.7083,19.3
5-0.0003-sonnet.pt,0.9,0.95,3,41.3609,19.7
5-0.0003-sonnet.pt,1.2,0.85,3,41.7121,19.4
5-0.0003-sonnet.pt,0.6,0.9,3,40.3199,19.1
5-0.0003-sonnet.pt,2,0.9,3,40.3455,18.4
5-0.0003-sonnet.pt,1,0.5,3,38.0269,19.4
5-0.0001-sonnet.pt,0.9,0.9,3,41.5687,21.0
5-0.0001-sonnet.pt,1,0.9,3,41.6168,18.8
5-0.0001-sonnet.pt,1.1,0.9,3,41.7978,18.7
5-0.0001-sonnet.pt,1.2,0.9,3,42.8404,19.0
5-0.0001-sonnet.pt,1.4,0.9,3,41.6552,18.4
5-0.0001-sonnet.pt,1.1,0.85,3,41.8445,18.6
5-0.0001-sonnet.pt,1.1,0.95,3,42.2861,19.2
5-0.0001-sonnet.pt,1.1,1,3,42.1142,18.5
5-0.0001-sonnet.pt,0.9,0.95,3,41.9303,18.6
5-0.0001-sonnet.pt,1.2,0.85,3,41.8010,18.2
5-0.0001-sonnet.pt,0.6,0.9,3,39.2322,18.2
5-0.0001-sonnet.pt,2,0.9,3,39.1201,17.4
5-0.0001-sonnet.pt,1,0.5,3,39.5819,17.3
5-3e-05-sonnet.pt,0.9,0.9,3,41.1717,21.0
5-3e-05-sonnet.pt,1,0.9,3,41.6041,18.1
5-3e-05-sonnet.pt,1.1,0.9,3,41.6011,18.4
5-3e-05-sonnet.pt,1.2,0.9,3,41.7455,18.5
5-3e-05-sonnet.pt,1.4,0.9,3,41.1722,18.3
5-3e-05-sonnet.pt,1.1,0.85,3,41.4534,18.0
5-3e-05-sonnet.pt,1.1,0.95,3,41.7353,18.7
5-3e-05-sonnet.pt,1.1,1,3,41.8431,19.0
5-3e-05-sonnet.pt,0.9,0.95,3,40.8983,17.1
5-3e-05-sonnet.pt,1.2,0.85,3,42.1788,19.1
5-3e-05-sonnet.pt,0.6,0.9,3,39.1505,17.7
5-3e-05-sonnet.pt,2,0.9,3,38.9611,19.4
5-3e-05-sonnet.pt,1,0.5,3,38.9931,16.7
5-1e-05-sonnet.pt,0.9,0.9,3,39.6282,19.9
5-1e-05-sonnet.pt,1,0.9,3,41.3665,18.7
5-1e-05-sonnet.pt,1.1,0.9,3,41.1868,17.1
5-1e-05-sonnet.pt,1.2,0.9,3,40.4829,16.8
5-1e-05-sonnet.pt,1.4,0.9,3,39.1035,16.3
5-1e-05-sonnet.pt,1.1,0.85,3,40.9906,17.0
5-1e-05-sonnet.pt,1.1,0.95,3,40.0056,15.8
5-1e-05-sonnet.pt,1.1,1,3,40.4083,17.2
5-1e-05-sonnet.pt,0.9,0.95,3,41.5609,17.9
5-1e-05-sonnet.pt,1.2,0.85,3,40.7821,17.2
5-1e-05-sonnet.pt,0.6,0.9,3,36.6375,17.4
5-1e-05-sonnet.pt,2,0.9,3,38.3729,19.0
5-1e-05-sonnet.pt,1,0.5,3,37.8518,17.5
5-3e-06-sonnet.pt,0.9,0.9,3,39.2327,18.5
5-3e-06-sonnet.pt,1,0.9,3,39.6214,13.9
5-3e-06-sonnet.pt,1.1,0.9,3,39.1787,14.5
5-3e-06-sonnet.pt,1.2,0.9,3,39.6741,15.3
5-3e-06-sonnet.pt,1.4,0.9,3,39.6541,18.8
5-3e-06-sonnet.pt,1.1,0.85,3,39.0037,14.8
5-3e-06-sonnet.pt,1.1,0.95,3,37.1993,12.6
5-3e-06-sonnet.pt,1.1,1,3,37.4813,12.2
5-3e-06-sonnet.pt,0.9,0.95,3,36.9324,11.1
5-3e-06-sonnet.pt,1.2,0.85,3,39.8854,15.6
5-3e-06-sonnet.pt,0.6,0.9,3,33.4636,15.1
5-3e-06-sonnet.pt,2,0.9,3,38.3100,19.6
5-3e-06-sonnet.pt,1,0.5,3,37.0503,15.6
10-0.001-sonnet.pt,0.9,0.9,3,40.2031,21.5
10-0.001-sonnet.pt,1,0.9,3,41.3879,18.8
10-0.001-sonnet.pt,1.1,0.9,3,41.2791,18.6
10-0.001-sonnet.pt,1.2,0.9,3,41.1408,19.1
10-0.001-sonnet.pt,1.4,0.9,3,41.4225,19.0
10-0.001-sonnet.pt,1.1,0.85,3,41.5206,18.9
10-0.001-sonnet.pt,1.1,0.95,3,41.6382,18.8
10-0.001-sonnet.pt,1.1,1,3,41.2459,19.1
10-0.001-sonnet.pt,0.9,0.95,3,41.1623,18.8
10-0.001-sonnet.pt,1.2,0.85,3,41.1462,19.0
10-0.001-sonnet.pt,0.6,0.9,3,41.1681,19.1
10-0.001-sonnet.pt,2,0.9,3,41.6791,18.6
10-0.001-sonnet.pt,1,0.5,3,41.0981,18.7
10-0.0003-sonnet.pt,0.9,0.9,3,41.1292,20.5
10-0.0003-sonnet.pt,1,0.9,3,41.3004,18.2
10-0.0003-sonnet.pt,1.1,0.9,3,40.3474,17.5
10-0.0003-sonnet.pt,1.2,0.9,3,40.9690,17.6
10-0.0003-sonnet.pt,1.4,0.9,3,41.2828,18.1
10-0.0003-sonnet.pt,1.1,0.85,3,41.6630,18.0
10-0.0003-sonnet.pt,1.1,0.95,3,41.0088,17.7
10-0.0003-sonnet.pt,1.1,1,3,41.6000,18.4
10-0.0003-sonnet.pt,0.9,0.95,3,41.2265,18.6
10-0.0003-sonnet.pt,1.2,0.85,3,41.2578,18.4
10-0.0003-sonnet.pt,0.6,0.9,3,40.1820,17.6
10-0.0003-sonnet.pt,2,0.9,3,41.9133,19.4
10-0.0003-sonnet.pt,1,0.5,3,41.2474,18.1
10-0.0001-sonnet.pt,0.9,0.9,3,41.7103,20.5
10-0.0001-sonnet.pt,1,0.9,3,41.7968,18.8
10-0.0001-sonnet.pt,1.1,0.9,3,41.3178,18.1
10-0.0001-sonnet.pt,1.2,0.9,3,41.6418,17.9
10-0.0001-sonnet.pt,1.4,0.9,3,41.4574,18.9
10-0.0001-sonnet.pt,1.1,0.85,3,41.4580,18.6
10-0.0001-sonnet.pt,1.1,0.95,3,41.3637,18.1
10-0.0001-sonnet.pt,1.1,1,3,41.9385,18.6
10-0.0001-sonnet.pt,0.9,0.95,3,40.8702,17.2
10-0.0001-sonnet.pt,1.2,0.85,3,41.5699,18.9
10-0.0001-sonnet.pt,0.6,0.9,3,40.6475,18.4
10-0.0001-sonnet.pt,2,0.9,3,41.2716,19.2
10-0.0001-sonnet.pt,1,0.5,3,39.8605,17.6
5-0.003-sonnet.pt,0.9,0.9,4,41.3191,21.0
5-0.003-sonnet.pt,1,0.9,4,40.6075,16.5
5-0.003-sonnet.pt,1.1,0.9,4,41.1735,18.0
5-0.003-sonnet.pt,1.2,0.9,4,41.2822,18.3
5-0.003-sonnet.pt,1.4,0.9,4,41.9537,18.8
5-0.003-sonnet.pt,1.1,0.85,4,40.9438,16.6
5-0.003-sonnet.pt,1.1,0.95,4,40.1244,16.2
5-0.003-sonnet.pt,1.1,1,4,41.3998,18.6
5-0.003-sonnet.pt,0.9,0.95,4,41.7224,17.8
5-0.003-sonnet.pt,1.2,0.85,4,40.7641,17.4
5-0.003-sonnet.pt,0.6,0.9,4,39.9058,17.8
5-0.003-sonnet.pt,2,0.9,4,27.5968,17.8
5-0.003-sonnet.pt,1,0.5,4,40.2820,17.7
5-0.001-sonnet.pt,0.9,0.9,4,40.6599,21.7
5-0.001-sonnet.pt,1,0.9,4,40.6113,18.8
5-0.001-sonnet.pt,1.1,0.9,4,41.5320,19.2
5-0.001-sonnet.pt,1.2,0.9,4,41.3207,18.8
5-0.001-sonnet.pt,1.4,0.9,4,39.6119,16.9
5-0.001-sonnet.pt,1.1,0.85,4,41.1628,19.1
5-0.001-sonnet.pt,1.1,0.95,4,41.0777,19.1
5-0.001-sonnet.pt,1.1,1,4,40.9079,19.2
5-0.001-sonnet.pt,0.9,0.95,4,41.4735,19.5
5-0.001-sonnet.pt,1.2,0.85,4,41.0601,18.7
5-0.001-sonnet.pt,0.6,0.9,4,38.1539,19.0
5-0.001-sonnet.pt,2,0.9,4,39.5997,18.4
5-0.001-sonnet.pt,1,0.5,4,40.1262,19.1
5-0.0003-sonnet.pt,0.9,0.9,4,41.1060,21.3
5-0.0003-sonnet.pt,1,0.9,4,41.1074,19.3
5-0.0003-sonnet.pt,1.1,0.9,4,41.4307,19.4
5-0.0003-sonnet.pt,1.2,0.9,4,41.7100,19.2
5-0.0003-sonnet.pt,1.4,0.9,4,41.4031,18.6
5-0.0003-sonnet.pt,1.1,0.85,4,41.6904,18.8
5-0.0003-sonnet.pt,1.1,0.95,4,41.1037,19.3
5-0.0003-sonnet.pt,1.1,1,4,41.1667,19.4
5-0.0003-sonnet.pt,0.9,0.95,4,41.0306,18.7
5-0.0003-sonnet.pt,1.2,0.85,4,41.3331,19.1
5-0.0003-sonnet.pt,0.6,0.9,4,37.9358,19.4
5-0.0003-sonnet.pt,2,0.9,4,39.9228,18.0
5-0.0003-sonnet.pt,1,0.5,4,39.5101,18.9
5-0.0001-sonnet.pt,0.9,0.9,4,41.0631,19.9
5-0.0001-sonnet.pt,1,0.9,4,41.7579,18.6
5-0.0001-sonnet.pt,1.1,0.9,4,42.5134,19.2
5-0.0001-sonnet.pt,1.2,0.9,4,41.6955,18.8
5-0.0001-sonnet.pt,1.4,0.9,4,42.0085,20.3
5-0.0001-sonnet.pt,1.1,0.85,4,42.1019,19.2
5-0.0001-sonnet.pt,1.1,0.95,4,41.5915,19.5
5-0.0001-sonnet.pt,1.1,1,4,42.0903,19.1
5-0.0001-sonnet.pt,0.9,0.95,4,41.6666,18.9
5-0.0001-sonnet.pt,1.2,0.85,4,42.1756,19.0
5-0.0001-sonnet.pt,0.6,0.9,4,38.4400,17.8
5-0.0001-sonnet.pt,2,0.9,4,38.9395,18.0
5-0.0001-sonnet.pt,1,0.5,4,40.1817,17.6
5-3e-05-sonnet.pt,0.9,0.9,4,40.6526,20.1
5-3e-05-sonnet.pt,1,0.9,4,41.3692,18.2
5-3e-05-sonnet.pt,1.1,0.9,4,41.9930,19.0
5-3e-05-sonnet.pt,1.2,0.9,4,41.8742,18.0
5-3e-05-sonnet.pt,1.4,0.9,4,41.6977,18.5
5-3e-05-sonnet.pt,1.1,0.85,4,41.9132,19.1
5-3e-05-sonnet.pt,1.1,0.95,4,42.1936,19.3
5-3e-05-sonnet.pt,1.1,1,4,41.3019,18.6
5-3e-05-sonnet.pt,0.9,0.95,4,41.5570,17.7
5-3e-05-sonnet.pt,1.2,0.85,4,41.6050,18.9
5-3e-05-sonnet.pt,0.6,0.9,4,37.6323,15.7
5-3e-05-sonnet.pt,2,0.9,4,39.3668,19.5
5-3e-05-sonnet.pt,1,0.5,4,39.1879,16.6
5-1e-05-sonnet.pt,0.9,0.9,4,39.9950,18.7
5-1e-05-sonnet.pt,1,0.9,4,40.5066,16.8
5-1e-05-sonnet.pt,1.1,0.9,4,39.4039,15.9
5-1e-05-sonnet.pt,1.2,0.9,4,40.2146,16.2
5-1e-05-sonnet.pt,1.4,0.9,4,39.3680,17.6
5-1e-05-sonnet.pt,1.1,0.85,4,41.2386,18.1
5-1e-05-sonnet.pt,1.1,0.95,4,41.4258,17.5
5-1e-05-sonnet.pt,1.1,1,4,40.9558,17.8
5-1e-05-sonnet.pt,0.9,0.95,4,40.2690,16.9
5-1e-05-sonnet.pt,1.2,0.85,4,41.8164,18.9
5-1e-05-sonnet.pt,0.6,0.9,4,36.9533,17.1
5-1e-05-sonnet.pt,2,0.9,4,37.6038,17.7
5-1e-05-sonnet.pt,1,0.5,4,39.1412,16.5
5-3e-06-sonnet.pt,0.9,0.9,4,36.1873,12.7
5-3e-06-sonnet.pt,1,0.9,4,38.8315,13.7
5-3e-06-sonnet.pt,1.1,0.9,4,36.2490,12.0
5-3e-06-sonnet.pt,1.2,0.9,4,39.1446,15.0
5-3e-06-sonnet.pt,1.4,0.9,4,38.4541,16.6
5-3e-06-sonnet.pt,1.1,0.85,4,36.6225,11.6
5-3e-06-sonnet.pt,1.1,0.95,4,38.9039,15.4
5-3e-06-sonnet.pt,1.1,1,4,37.5888,13.1
5-3e-06-sonnet.pt,0.9,0.95,4,39.0574,15.2
5-3e-06-sonnet.pt,1.2,0.85,4,38.5151,14.7
5-3e-06-sonnet.pt,0.6,0.9,4,34.1862,15.4
5-3e-06-sonnet.pt,2,0.9,4,36.8485,16.7
5-3e-06-sonnet.pt,1,0.5,4,38.0457,14.5
10-0.001-sonnet.pt,0.9,0.9,4,40.2510,21.6
10-0.001-sonnet.pt,1,0.9,4,40.6555,18.2
10-0.001-sonnet.pt,1.1,0.9,4,40.9637,18.8
10-0.001-sonnet.pt,1.2,0.9,4,41.2267,18.7
10-0.001-sonnet.pt,1.4,0.9,4,41.5158,18.5
10-0.001-sonnet.pt,1.1,0.85,4,41.0634,18.9
10-0.001-sonnet.pt,1.1,0.95,4,41.6430,18.5
10-0.001-sonnet.pt,1.1,1,4,41.2827,18.7
10-0.001-sonnet.pt,0.9,0.95,4,41.4166,18.6
10-0.001-sonnet.pt,1.2,0.85,4,41.5557,19.1
10-0.001-sonnet.pt,0.6,0.9,4,40.4376,19.2
10-0.001-sonnet.pt,2,0.9,4,41.7528,19.2
10-0.001-sonnet.pt,1,0.5,4,41.1796,19.0
10-0.0003-sonnet.pt,0.9,0.9,4,41.1740,21.4
10-0.0003-sonnet.pt,1,0.9,4,40.6288,17.0
10-0.0003-sonnet.pt,1.1,0.9,4,41.4488,18.1
10-0.0003-sonnet.pt,1.2,0.9,4,41.1884,18.2
10-0.0003-sonnet.pt,1.4,0.9,4,40.7733,18.0
10-0.0003-sonnet.pt,1.1,0.85,4,41.6673,18.7
10-0.0003-sonnet.pt,1.1,0.95,4,41.2135,18.4
10-0.0003-sonnet.pt,1.1,1,4,41.2557,18.7
10-0.0003-sonnet.pt,0.9,0.95,4,41.4009,18.2
10-0.0003-sonnet.pt,1.2,0.85,4,41.4443,18.5
10-0.0003-sonnet.pt,0.6,0.9,4,39.8714,18.3
10-0.0003-sonnet.pt,2,0.9,4,41.3293,18.5
10-0.0003-sonnet.pt,1,0.5,4,39.6881,18.3
10-0.0001-sonnet.pt,0.9,0.9,4,40.3641,19.9
10-0.0001-sonnet.pt,1,0.9,4,41.5522,18.5
10-0.0001-sonnet.pt,1.1,0.9,4,40.8090,18.1
10-0.0001-sonnet.pt,1.2,0.9,4,42.3930,19.0
10-0.0001-sonnet.pt,1.4,0.9,4,41.3754,17.9
10-0.0001-sonnet.pt,1.1,0.85,4,41.1350,18.4
10-0.0001-sonnet.pt,1.1,0.95,4,41.6877,17.9
10-0.0001-sonnet.pt,1.1,1,4,41.9950,18.1
10-0.0001-sonnet.pt,0.9,0.95,4,40.7700,17.6
10-0.0001-sonnet.pt,1.2,0.85,4,41.4805,18.4
10-0.0001-sonnet.pt,0.6,0.9,4,40.8568,18.4
10-0.0001-sonnet.pt,2,0.9,4,41.2705,19.0
10-0.0001-sonnet.pt,1,0.5,4,39.5573,17.6
