epoch,train_loss,dev_acc,epoch_seconds,peak_mem_bytes
0,1.5900185162041072,0.42052679382379654,0.5523616999998922,49955840
1,1.403983866007587,0.3905540417801998,0.5483964000013657,50057216
2,1.4117070871792483,0.44959128065395093,0.5501302999982727,50057216
3,1.3845079126820137,0.4287011807447775,0.5513723000003665,50057216
4,1.3696204466877806,0.371480472297911,0.572624899999937,50057216
5,1.3655385731088088,0.4069028156221617,0.5918262999985018,50057216
6,1.4016969507832207,0.44504995458673935,0.570377299998654,50057216
7,1.361256268056814,0.45413260672116257,0.5981158999966283,50057216
8,1.3636911955107465,0.37057220708446864,0.5607270000000426,50057216
9,1.3953351919235808,0.4232515894641235,0.5553024999971967,50057216
10,1.36897714330016,0.4259763851044505,0.5533801999990828,50057216
11,1.3724462790100762,0.368755676657584,0.5664666000011493,50057216
12,1.385711851665813,0.46139872842870117,0.6074899999985064,50057216
13,1.3724016292153227,0.38782924613987285,0.5562108000012813,50057216
14,1.360234829035591,0.4477747502270663,0.5358255999999528,50057216
15,1.368375073881185,0.4586739327883742,0.5372537000002922,50057216
16,1.3861992404367147,0.4332425068119891,0.5411947000029613,50057216
17,1.3502311889040337,0.3932788374205268,0.5400517000016407,50057216
18,1.3833018352699638,0.4323342415985468,0.5380298999989463,50057216
19,1.3796186181489893,0.4396003633060854,0.5705987999972422,50057216
20,1.3788968754953213,0.3932788374205268,0.5729788999997254,50057216
21,1.3593747637021854,0.38782924613987285,0.5606830000033369,50057216
22,1.3636185452621081,0.37693006357856496,0.5649238000005425,50057216
23,1.383363890123278,0.4069028156221617,0.5684517999980017,50057216
24,1.3898470048489195,0.3832879200726612,0.558535899999697,50057216
25,1.3779532582628147,0.368755676657584,0.5379477999995288,50057216
26,1.3865674215923534,0.3851044504995459,0.5380292999980156,50057216
27,1.3573029538553751,0.43142597638510444,0.5377725999969698,50057216
28,1.3817308618781272,0.4332425068119891,0.5367396000001463,50057216
29,1.3835650723190343,0.3941871026339691,0.5384026000028825,50057216
30,1.3666000513548262,0.44323342415985467,0.5376641999973799,50057216
31,1.3682822085051947,0.45049954586739327,0.538580099997489,50057216
32,1.3741979092526972,0.37783832879200724,0.5337773999999627,50057216
33,1.375270503513822,0.42052679382379654,0.5420200999978988,50057216
34,1.362907414411784,0.4641235240690282,1.3445859999992535,50057216
35,1.361789892061373,0.407811080835604,0.542742099998577,50057216
36,1.3684790510307536,0.40417801998183467,0.5386075000023993,50057216
37,1.3662904697969165,0.43778383287920075,0.5367250999988755,50057216
38,1.3644061336356603,0.45958219800181654,0.546176200001355,50057216
39,1.3811059615920098,0.42415985467756584,0.5394620000006398,50057216
